ClassName,ImageID,XMax,XMin,YMax,YMin
left_foot,ck0zrq49gldjg079451drb55c.png,366.6611785216,166.4650904576,380.4301844992,73.7367085056
left_foot,ck15m4rnjdp0b0944cir444ww.png,191.05788354560002,82.49201822720002,317.3687748096,143.7609249792
right_foot,ck15m4rnjdp0b0944cir444ww.png,316.0093815808,205.9537865216,308.4474796544,134.12950236159998
right_foot,IMG_3506.JPG,242.136299008,155.6431660544,487.5927367168,396.6535603712
left_foot,IMG_3270.JPG,203.2,51.771948544000026,350.3127945216,182.22333972479998
right_foot,IMG_3270.JPG,349.1228276224,203.4715125248,471.7862244864,306.31223848959996
right_foot,cjzw8c5qm7kpg0701rxei2nwo+copy.png,257.07540608,152.7545237504,356.9682775552,27.049138073600034
left_foot,IMG_3328.JPG,250.5981773824,188.1202320384,365.5,238.64729246719997
left_foot,IMG_3329.JPG,278.452783872,200.990660864,370.55503677440004,252.248093696
left_foot,IMG_3315.JPG,260.486115072,183.96827852799998,344.1019024896,247.9110940672
right_foot,IMG_3315.JPG,309.0681749504,252.0669165568,446.34959610880003,334.4944127488
left_foot,IMG_3467.JPG,245.8246635008,117.26285486079999,272.7188125184,75.6544300544
left_foot,cjzw9ngwqh5xh0a46bk52qi4v+copy+2.png,411.904492544,291.6558478848,396.0768812544,168.6369923072
